[2026-07-16T17:53:37.798Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/ → 404 (381ms, 709B)
[2026-07-16T17:57:34.564Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:57:34.576Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224654539 → pending (?ms, ?B)
[2026-07-16T17:57:34.577Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224654540 → pending (?ms, ?B)
[2026-07-16T17:57:34.577Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224654548 → pending (?ms, ?B)
[2026-07-16T17:57:34.577Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224654561 → pending (?ms, ?B)
[2026-07-16T17:57:34.577Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224654561 → pending (?ms, ?B)
[2026-07-16T17:57:35.436Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (132ms, ?B)
[2026-07-16T17:57:35.569Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → pending (?ms, 2664B)
[2026-07-16T17:57:35.771Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (133ms, 2664B)
[2026-07-16T17:57:35.905Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (134ms, 2664B)
[2026-07-16T17:57:36.040Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (170ms, 2664B)
[2026-07-16T17:57:36.211Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (169ms, 2664B)
[2026-07-16T17:57:36.381Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (170ms, ?B)
[2026-07-16T17:57:36.552Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → pending (?ms, 2664B)
[2026-07-16T17:57:36.687Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (239ms, 2664B)
[2026-07-16T17:57:36.927Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (169ms, 2664B)
[2026-07-16T17:57:37.097Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (169ms, 2664B)
[2026-07-16T17:57:37.267Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (134ms, 2664B)
[2026-07-16T17:57:37.402Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (167ms, 2664B)
[2026-07-16T17:57:37.570Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → pending (?ms, 2664B)
[2026-07-16T17:57:37.741Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (169ms, 2664B)
[2026-07-16T17:57:37.911Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (201ms, 2664B)
[2026-07-16T17:57:38.113Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (201ms, 2664B)
[2026-07-16T17:57:38.315Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (200ms, 2664B)
[2026-07-16T17:57:38.516Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → pending (?ms, 2664B)
[2026-07-16T17:57:38.720Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (201ms, 2664B)
[2026-07-16T17:57:38.922Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (169ms, 2664B)
[2026-07-16T17:57:39.093Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (201ms, 2664B)
[2026-07-16T17:58:31.048Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html → 200 (150ms, 2051B)
[2026-07-16T17:58:31.216Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (?ms, -246B)
[2026-07-16T17:58:31.216Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:58:31.216Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:58:31.216Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:58:31.284Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711281&suiteKey=64819a4f2f9d2433ba8b043a → 200 (119ms, 339B)
[2026-07-16T17:58:31.489Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:58:31.491Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (49ms, 89B)
[2026-07-16T17:58:31.491Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:58:31.505Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711468 → pending (?ms, ?B)
[2026-07-16T17:58:31.505Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711469 → pending (?ms, ?B)
[2026-07-16T17:58:31.505Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711476 → pending (?ms, ?B)
[2026-07-16T17:58:31.505Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711488 → pending (?ms, ?B)
[2026-07-16T17:58:31.505Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224711489 → pending (?ms, ?B)
[2026-07-16T17:58:32.376Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (134ms, ?B)
[2026-07-16T17:58:32.511Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → pending (?ms, 2664B)
[2026-07-16T17:58:40.478Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html → pending (?ms, ?B)
[2026-07-16T17:58:40.607Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (?ms, -246B)
[2026-07-16T17:58:40.615Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:58:40.616Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:58:40.616Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:58:40.701Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720698&suiteKey=64819a4f2f9d2433ba8b043a → 200 (119ms, 339B)
[2026-07-16T17:58:40.902Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:58:40.904Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (13ms, 90B)
[2026-07-16T17:58:40.904Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:58:40.916Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720877 → 200 (313ms, 36497B)
[2026-07-16T17:58:40.916Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720878 → 200 (164ms, 322B)
[2026-07-16T17:58:40.916Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720886 → 200 (153ms, 313B)
[2026-07-16T17:58:40.916Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720900 → 200 (190ms, 2664B)
[2026-07-16T17:58:40.916Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224720901 → 200 (174ms, 1027B)
[2026-07-16T17:58:41.734Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (200ms, 2664B)
[2026-07-16T17:58:41.935Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN → 200 (201ms, 2664B)
[2026-07-16T17:58:52.980Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html → 200 (121ms, 2051B)
[2026-07-16T17:58:53.113Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (2ms, -246B)
[2026-07-16T17:58:53.116Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:58:53.116Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:58:53.116Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:58:53.172Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733171&suiteKey=64819a4f2f9d2433ba8b043a → 200 (124ms, 339B)
[2026-07-16T17:58:53.382Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:58:53.383Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (43ms, 89B)
[2026-07-16T17:58:53.383Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:58:53.402Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733356 → pending (?ms, ?B)
[2026-07-16T17:58:53.402Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733356 → 200 (159ms, 322B)
[2026-07-16T17:58:53.402Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733365 → 200 (147ms, 313B)
[2026-07-16T17:58:53.402Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733379 → pending (?ms, ?B)
[2026-07-16T17:58:53.402Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224733380 → pending (?ms, ?B)
[2026-07-16T17:58:59.760Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224739730 → 200 (568ms, 2308B)
[2026-07-16T17:59:08.865Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html?currentPage=1 → 200 (121ms, 2051B)
[2026-07-16T17:59:08.999Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (?ms, -246B)
[2026-07-16T17:59:08.999Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:59:09.001Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:59:09.001Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:59:09.064Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749062&suiteKey=64819a4f2f9d2433ba8b043a → 200 (131ms, 339B)
[2026-07-16T17:59:09.284Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:59:09.285Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (38ms, 90B)
[2026-07-16T17:59:09.286Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:59:09.301Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749254 → pending (?ms, ?B)
[2026-07-16T17:59:09.301Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749254 → 200 (182ms, 322B)
[2026-07-16T17:59:09.301Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749265 → 200 (207ms, 313B)
[2026-07-16T17:59:09.301Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749283 → pending (?ms, ?B)
[2026-07-16T17:59:09.301Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224749283 → 200 (214ms, 1027B)
[2026-07-16T17:59:10.260Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html?currentPage=2 → 200 (122ms, 2050B)
[2026-07-16T17:59:10.391Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (1ms, -246B)
[2026-07-16T17:59:10.393Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:59:10.393Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:59:10.393Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:59:10.452Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750450&suiteKey=64819a4f2f9d2433ba8b043a → 200 (121ms, ?B)
[2026-07-16T17:59:10.657Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:59:10.658Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (19ms, 90B)
[2026-07-16T17:59:10.658Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:59:10.672Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750634 → 200 (232ms, 36505B)
[2026-07-16T17:59:10.672Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750635 → 200 (191ms, 321B)
[2026-07-16T17:59:10.672Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750643 → 200 (154ms, 312B)
[2026-07-16T17:59:10.677Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750656 → 200 (610ms, 2308B)
[2026-07-16T17:59:10.677Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224750656 → 200 (197ms, 1026B)
[2026-07-16T17:59:11.906Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html?currentPage=3 → 200 (120ms, 2050B)
[2026-07-16T17:59:12.040Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (3ms, -246B)
[2026-07-16T17:59:12.049Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:59:12.050Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:59:12.050Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:59:12.144Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752141&suiteKey=64819a4f2f9d2433ba8b043a → 200 (121ms, 338B)
[2026-07-16T17:59:12.378Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (1ms, -942B)
[2026-07-16T17:59:12.379Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (24ms, 89B)
[2026-07-16T17:59:12.379Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:59:12.402Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752340 → pending (?ms, ?B)
[2026-07-16T17:59:12.402Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752341 → 200 (166ms, 321B)
[2026-07-16T17:59:12.402Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752351 → 200 (154ms, 312B)
[2026-07-16T17:59:12.402Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752377 → pending (?ms, ?B)
[2026-07-16T17:59:12.403Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224752377 → 200 (165ms, ?B)
[2026-07-16T17:59:13.781Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html?currentPage=4 → 200 (121ms, 2051B)
[2026-07-16T17:59:13.913Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (1ms, -246B)
[2026-07-16T17:59:13.914Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:59:13.914Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (1ms, -276B)
[2026-07-16T17:59:13.915Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:59:14.006Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754003&suiteKey=64819a4f2f9d2433ba8b043a → 200 (122ms, 339B)
[2026-07-16T17:59:14.214Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (?ms, -942B)
[2026-07-16T17:59:14.214Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (19ms, 90B)
[2026-07-16T17:59:14.214Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (?ms, -246B)
[2026-07-16T17:59:14.233Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754187 → 200 (230ms, 36506B)
[2026-07-16T17:59:14.233Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754188 → 200 (151ms, 322B)
[2026-07-16T17:59:14.233Z] GET https://wecruit.hotjob.cn/wecruit/config/get/robot/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754196 → 200 (190ms, 313B)
[2026-07-16T17:59:14.233Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listPosition/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754211 → pending (?ms, ?B)
[2026-07-16T17:59:14.233Z] POST https://wecruit.hotjob.cn/wecruit/positionInfo/listSearchTerm/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224754211 → 200 (200ms, 1027B)
[2026-07-16T17:59:15.530Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/pb/social.html?currentPage=5 → pending (?ms, ?B)
[2026-07-16T17:59:15.664Z] GET https://wecruit.hotjob.cn/pb/css/vendor.css?06c5d1d95321eb10b3b0 → 200 (?ms, -246B)
[2026-07-16T17:59:15.666Z] GET https://wecruit.hotjob.cn/pb/css/social.css?06c5d1d95321eb10b3b0 → 200 (?ms, -245B)
[2026-07-16T17:59:15.666Z] GET https://wecruit.hotjob.cn/pb/js/vendor.js?06c5d1d95321eb10b3b0 → 200 (?ms, -276B)
[2026-07-16T17:59:15.667Z] GET https://wecruit.hotjob.cn/pb/js/social.js?06c5d1d95321eb10b3b0 → 200 (?ms, -275B)
[2026-07-16T17:59:15.754Z] GET https://wecruit.hotjob.cn/wecruit/common/mark/info?iSaJAx=isAjax&request_locale=zh_CN&t=1784224755752&suiteKey=64819a4f2f9d2433ba8b043a → 200 (121ms, 339B)
[2026-07-16T17:59:15.963Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/136eb0c0-9db7-4456-9c84-e783018d9d21.png → 200 (?ms, -942B)
[2026-07-16T17:59:15.963Z] GET https://wecruit-cdn.hotjob.cn/files/oline/Horizon/0aa3724c-103c-4eb8-9e93-e3c67798987e.jpg → 304 (12ms, 97B)
[2026-07-16T17:59:15.963Z] GET https://wecruit.hotjob.cn/pb/img/gongan.png?d0289dc0a46fc5b15b3363ffa78cf6c7 → 200 (1ms, -246B)
[2026-07-16T17:59:15.973Z] POST https://wecruit.hotjob.cn/wecruit/config/get/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224755936 → 200 (237ms, 36497B)
[2026-07-16T17:59:15.974Z] GET https://wecruit.hotjob.cn/wecruit/isLogin/SU64819a4f2f9d2433ba8b043a?iSaJAx=isAjax&request_locale=zh_CN&t=1784224755936 → 200 (163ms, 322B)
